transaction_id,sender_id,receiver_id,amount,timestamp
TXN_STRESS_24,ACC_0327,ACC_0298,5718,2024-01-01 09:12:00
TXN_STRESS_25,ACC_0427,ACC_0620,10043,2024-01-01 09:12:30
TXN_STRESS_26,ACC_0628,ACC_0393,2955,2024-01-01 09:13:00
TXN_STRESS_27,ACC_0384,ACC_0458,8364,2024-01-01 09:13:30
TXN_STRESS_28,ACC_0273,ACC_0055,1199,2024-01-01 09:14:00
TXN_STRESS_29,ACC_0597,ACC_0132,15657,2024-01-01 09:14:30
TXN_STRESS_30,ACC_0474,ACC_0114,16438,2024-01-01 09:15:00
TXN_STRESS_31,ACC_0528,ACC_0169,5842,2024-01-01 09:15:30
TXN_STRESS_32,ACC_0211,ACC_0111,17666,2024-01-01 09:16:00
TXN_STRESS_33,ACC_0676,ACC_0705,13882,2024-01-01 09:16:30
TXN_STRESS_34,ACC_0410,ACC_0544,4940,2024-01-01 09:17:00
TXN_STRESS_35,ACC_0301,ACC_0479,7976,2024-01-01 09:17:30
TXN_STRESS_36,ACC_0091,ACC_0096,10397,2024-01-01 09:18:00
TXN_STRESS_37,ACC_0749,ACC_0466,2630,2024-01-01 09:18:30
TXN_STRESS_38,ACC_0738,ACC_0162,6081,2024-01-01 09:19:00
TXN_STRESS_39,ACC_0523,ACC_0563,5044,2024-01-01 09:19:30
TXN_STRESS_40,ACC_0040,ACC_0380,4684,2024-01-01 09:20:00
TXN_STRESS_41,ACC_0602,ACC_0167,627,2024-01-01 09:20:30
TXN_STRESS_42,ACC_0373,ACC_0061,13242,2024-01-01 09:21:00
TXN_STRESS_43,ACC_0480,ACC_0725,8987,2024-01-01 09:21:30
TXN_STRESS_44,ACC_0378,ACC_0599,12057,2024-01-01 09:22:00
TXN_STRESS_45,ACC_0373,ACC_0731,590,2024-01-01 09:22:30
TXN_STRESS_46,ACC_0361,ACC_0525,4300,2024-01-01 09:23:00
TXN_STRESS_47,ACC_0171,ACC_0742,10914,2024-01-01 09:23:30
TXN_STRESS_48,ACC_0131,ACC_0766,6443,2024-01-01 09:24:00
TXN_STRESS_49,ACC_0130,ACC_0590,9825,2024-01-01 09:24:30
TXN_STRESS_50,ACC_0131,ACC_0794,10264,2024-01-01 09:25:00
TXN_STRESS_51,ACC_0718,ACC_0377,10167,2024-01-01 09:25:30
TXN_STRESS_52,ACC_0007,ACC_0399,16402,2024-01-01 09:26:00
TXN_STRESS_53,ACC_0642,ACC_0782,623,2024-01-01 09:26:30
TXN_STRESS_54,ACC_0311,ACC_0762,919,2024-01-01 09:27:00
TXN_STRESS_55,ACC_0240,ACC_0345,17591,2024-01-01 09:27:30
TXN_STRESS_56,ACC_0777,ACC_0002,6743,2024-01-01 09:28:00
TXN_STRESS_57,ACC_0168,ACC_0321,5700,2024-01-01 09:28:30
TXN_STRESS_58,ACC_0683,ACC_0494,7046,2024-01-01 09:29:00
TXN_STRESS_59,ACC_0494,ACC_0171,17284,2024-01-01 09:29:30
TXN_STRESS_60,ACC_0655,ACC_0689,11404,2024-01-01 09:30:00
TXN_STRESS_61,ACC_0533,ACC_0567,8048,2024-01-01 09:30:30
TXN_STRESS_62,ACC_0397,ACC_0571,2672,2024-01-01 09:31:00
TXN_STRESS_63,ACC_0408,ACC_0615,7940,2024-01-01 09:31:30
TXN_STRESS_64,ACC_0147,ACC_0511,18788,2024-01-01 09:32:00
TXN_STRESS_65,ACC_0471,ACC_0381,2716,2024-01-01 09:32:30
TXN_STRESS_66,ACC_0294,ACC_0587,2904,2024-01-01 09:33:00
TXN_STRESS_67,ACC_0337,ACC_0063,5759,2024-01-01 09:33:30
TXN_STRESS_68,ACC_0422,ACC_0426,18011,2024-01-01 09:34:00
TXN_STRESS_69,ACC_0104,ACC_0316,8500,2024-01-01 09:34:30
TXN_STRESS_70,ACC_0508,ACC_0088,14553,2024-01-01 09:35:00
TXN_STRESS_71,ACC_0165,ACC_0042,11869,2024-01-01 09:35:30
TXN_STRESS_72,ACC_0129,ACC_0121,10363,2024-01-01 09:36:00
TXN_STRESS_73,ACC_0780,ACC_0364,18105,2024-01-01 09:36:30
TXN_STRESS_74,ACC_0440,ACC_0529,3807,2024-01-01 09:37:00
TXN_STRESS_75,ACC_0404,ACC_0610,1508,2024-01-01 09:37:30
TXN_STRESS_76,ACC_0567,ACC_0210,9550,2024-01-01 09:38:00
TXN_STRESS_77,ACC_0293,ACC_0209,13218,2024-01-01 09:38:30
TXN_STRESS_78,ACC_0386,ACC_0645,6082,2024-01-01 09:39:00
TXN_STRESS_79,ACC_0200,ACC_0326,16135,2024-01-01 09:39:30
TXN_STRESS_80,ACC_0738,ACC_0611,4934,2024-01-01 09:40:00
TXN_STRESS_81,ACC_0192,ACC_0517,1368,2024-01-01 09:40:30
TXN_STRESS_82,ACC_0089,ACC_0650,17309,2024-01-01 09:41:00
TXN_STRESS_83,ACC_0600,ACC_0213,5758,2024-01-01 09:41:30
TXN_STRESS_84,ACC_0234,ACC_0127,6506,2024-01-01 09:42:00
TXN_STRESS_85,ACC_0580,ACC_0353,18679,2024-01-01 09:42:30
TXN_STRESS_86,ACC_0125,ACC_0614,10634,2024-01-01 09:43:00
TXN_STRESS_87,ACC_0345,ACC_0357,7668,2024-01-01 09:43:30
TXN_STRESS_88,ACC_0692,ACC_0594,13180,2024-01-01 09:44:00
TXN_STRESS_89,ACC_0581,ACC_0570,18886,2024-01-01 09:44:30
TXN_STRESS_90,ACC_0448,ACC_0218,18283,2024-01-01 09:45:00
TXN_STRESS_91,ACC_0312,ACC_0591,7465,2024-01-01 09:45:30
TXN_STRESS_92,ACC_0072,ACC_0297,7933,2024-01-01 09:46:00
TXN_STRESS_93,ACC_0117,ACC_0572,19914,2024-01-01 09:46:30
TXN_STRESS_94,ACC_0067,ACC_0005,17961,2024-01-01 09:47:00
TXN_STRESS_95,ACC_0680,ACC_0449,2784,2024-01-01 09:47:30
TXN_STRESS_96,ACC_0375,ACC_0776,14574,2024-01-01 09:48:00
TXN_STRESS_97,ACC_0368,ACC_0387,10807,2024-01-01 09:48:30
TXN_STRESS_98,ACC_0136,ACC_0030,18789,2024-01-01 09:49:00
TXN_STRESS_99,ACC_0315,ACC_0183,9702,2024-01-01 09:49:30
TXN_STRESS_100,ACC_0538,ACC_0695,15414,2024-01-01 09:50:00
TXN_STRESS_101,ACC_0280,ACC_0026,9249,2024-01-01 09:50:30
TXN_STRESS_102,ACC_0391,ACC_0463,3858,2024-01-01 09:51:00
TXN_STRESS_103,ACC_0312,ACC_0762,11279,2024-01-01 09:51:30
TXN_STRESS_104,ACC_0376,ACC_0610,12633,2024-01-01 09:52:00
TXN_STRESS_105,ACC_0589,ACC_0477,19234,2024-01-01 09:52:30
TXN_STRESS_106,ACC_0364,ACC_0527,9762,2024-01-01 09:53:00
TXN_STRESS_107,ACC_0659,ACC_0795,1979,2024-01-01 09:53:30
TXN_STRESS_108,ACC_0387,ACC_0390,6664,2024-01-01 09:54:00
TXN_STRESS_109,ACC_0772,ACC_0351,11459,2024-01-01 09:54:30
TXN_STRESS_110,ACC_0323,ACC_0297,14608,2024-01-01 09:55:00
TXN_STRESS_111,ACC_0665,ACC_0536,14154,2024-01-01 09:55:30
TXN_STRESS_112,ACC_0062,ACC_0568,5388,2024-01-01 09:56:00
TXN_STRESS_113,ACC_0093,ACC_0173,17381,2024-01-01 09:56:30
TXN_STRESS_114,ACC_0407,ACC_0004,1042,2024-01-01 09:57:00
TXN_STRESS_115,ACC_0630,ACC_0058,8134,2024-01-01 09:57:30
TXN_STRESS_116,ACC_0065,ACC_0778,9105,2024-01-01 09:58:00
TXN_STRESS_117,ACC_0035,ACC_0477,17849,2024-01-01 09:58:30
TXN_STRESS_118,ACC_0729,ACC_0630,15960,2024-01-01 09:59:00
TXN_STRESS_119,ACC_0545,ACC_0292,4361,2024-01-01 09:59:30
TXN_STRESS_120,ACC_0750,ACC_0102,3050,2024-01-01 10:00:00
TXN_STRESS_121,ACC_0014,ACC_0786,1473,2024-01-01 10:00:30
TXN_STRESS_122,ACC_0541,ACC_0256,11025,2024-01-01 10:01:00
TXN_STRESS_123,ACC_0350,ACC_0244,1181,2024-01-01 10:01:30
TXN_STRESS_124,ACC_0485,ACC_0431,7137,2024-01-01 10:02:00
TXN_STRESS_125,ACC_0674,ACC_0005,4351,2024-01-01 10:02:30
TXN_STRESS_126,ACC_0154,ACC_0479,13854,2024-01-01 10:03:00
TXN_STRESS_127,ACC_0477,ACC_0212,13744,2024-01-01 10:03:30
TXN_STRESS_128,ACC_0093,ACC_0056,10464,2024-01-01 10:04:00
TXN_STRESS_129,ACC_0134,ACC_0733,18523,2024-01-01 10:04:30
TXN_STRESS_130,ACC_0700,ACC_0582,9685,2024-01-01 10:05:00
TXN_STRESS_131,ACC_0309,ACC_0365,8390,2024-01-01 10:05:30
TXN_STRESS_132,ACC_0629,ACC_0175,11001,2024-01-01 10:06:00
TXN_STRESS_133,ACC_0066,ACC_0522,4187,2024-01-01 10:06:30
TXN_STRESS_134,ACC_0221,ACC_0157,16956,2024-01-01 10:07:00
TXN_STRESS_135,ACC_0280,ACC_0794,9258,2024-01-01 10:07:30
TXN_STRESS_136,ACC_0523,ACC_0789,6881,2024-01-01 10:08:00
TXN_STRESS_137,ACC_0071,ACC_0686,4511,2024-01-01 10:08:30
TXN_STRESS_138,ACC_0515,ACC_0791,10289,2024-01-01 10:09:00
TXN_STRESS_139,ACC_0016,ACC_0325,18424,2024-01-01 10:09:30
TXN_STRESS_140,ACC_0483,ACC_0074,6857,2024-01-01 10:10:00
TXN_STRESS_141,ACC_0735,ACC_0108,12502,2024-01-01 10:10:30
TXN_STRESS_142,ACC_0417,ACC_0340,4377,2024-01-01 10:11:00
TXN_STRESS_143,ACC_0312,ACC_0057,15684,2024-01-01 10:11:30
TXN_STRESS_144,ACC_0110,ACC_0282,5387,2024-01-01 10:12:00
TXN_STRESS_145,ACC_0556,ACC_0504,2491,2024-01-01 10:12:30
TXN_STRESS_146,ACC_0214,ACC_0578,18005,2024-01-01 10:13:00
TXN_STRESS_147,ACC_0130,ACC_0564,16804,2024-01-01 10:13:30
TXN_STRESS_148,ACC_0066,ACC_0221,14729,2024-01-01 10:14:00
TXN_STRESS_149,ACC_0329,ACC_0608,17372,2024-01-01 10:14:30
TXN_STRESS_150,ACC_0572,ACC_0154,18468,2024-01-01 10:15:00
TXN_STRESS_151,ACC_0056,ACC_0680,12400,2024-01-01 10:15:30
TXN_STRESS_152,ACC_0298,ACC_0633,6968,2024-01-01 10:16:00
TXN_STRESS_153,ACC_0127,ACC_0063,18669,2024-01-01 10:16:30
TXN_STRESS_154,ACC_0262,ACC_0324,6152,2024-01-01 10:17:00
TXN_STRESS_155,ACC_0302,ACC_0262,16160,2024-01-01 10:17:30
TXN_STRESS_156,ACC_0481,ACC_0470,16359,2024-01-01 10:18:00
TXN_STRESS_157,ACC_0768,ACC_0405,10540,2024-01-01 10:18:30
TXN_STRESS_158,ACC_0271,ACC_0027,12162,2024-01-01 10:19:00
TXN_STRESS_159,ACC_0699,ACC_0581,2133,2024-01-01 10:19:30
TXN_STRESS_160,ACC_0347,ACC_0017,7879,2024-01-01 10:20:00
TXN_STRESS_161,ACC_0030,ACC_0098,4905,2024-01-01 10:20:30
TXN_STRESS_162,ACC_0570,ACC_0615,12944,2024-01-01 10:21:00
TXN_STRESS_163,ACC_0059,ACC_0597,6863,2024-01-01 10:21:30
TXN_STRESS_164,ACC_0266,ACC_0480,6325,2024-01-01 10:22:00
TXN_STRESS_165,ACC_0580,ACC_0220,1349,2024-01-01 10:22:30
TXN_STRESS_166,ACC_0664,ACC_0115,13379,2024-01-01 10:23:00
TXN_STRESS_167,ACC_0276,ACC_0608,6170,2024-01-01 10:23:30
TXN_STRESS_168,ACC_0027,ACC_0120,19156,2024-01-01 10:24:00
TXN_STRESS_169,ACC_0505,ACC_0086,12849,2024-01-01 10:24:30
TXN_STRESS_170,ACC_0380,ACC_0172,19292,2024-01-01 10:25:00
TXN_STRESS_171,ACC_0034,ACC_0002,11703,2024-01-01 10:25:30
TXN_STRESS_172,ACC_0753,ACC_0680,16862,2024-01-01 10:26:00
TXN_STRESS_173,ACC_0322,ACC_0572,8849,2024-01-01 10:26:30
TXN_STRESS_174,ACC_0686,ACC_0312,10621,2024-01-01 10:27:00
TXN_STRESS_175,ACC_0758,ACC_0568,6607,2024-01-01 10:27:30
TXN_STRESS_176,ACC_0559,ACC_0354,19438,2024-01-01 10:28:00
TXN_STRESS_177,ACC_0173,ACC_0742,8465,2024-01-01 10:28:30
TXN_STRESS_178,ACC_0313,ACC_0789,5447,2024-01-01 10:29:00
TXN_STRESS_179,ACC_0283,ACC_0159,17656,2024-01-01 10:29:30
TXN_STRESS_180,ACC_0180,ACC_0177,14843,2024-01-01 10:30:00
TXN_STRESS_181,ACC_0780,ACC_0386,18689,2024-01-01 10:30:30
TXN_STRESS_182,ACC_0186,ACC_0533,1070,2024-01-01 10:31:00
TXN_STRESS_183,ACC_0659,ACC_0336,12158,2024-01-01 10:31:30
TXN_STRESS_184,ACC_0052,ACC_0487,451,2024-01-01 10:32:00
TXN_STRESS_185,ACC_0793,ACC_0600,14452,2024-01-01 10:32:30
TXN_STRESS_186,ACC_0751,ACC_0564,17762,2024-01-01 10:33:00
TXN_STRESS_187,ACC_0406,ACC_0661,6793,2024-01-01 10:33:30
TXN_STRESS_188,ACC_0369,ACC_0029,19089,2024-01-01 10:34:00
TXN_STRESS_189,ACC_0634,ACC_0714,18602,2024-01-01 10:34:30
TXN_STRESS_190,ACC_0498,ACC_0640,9794,2024-01-01 10:35:00
TXN_STRESS_191,ACC_0273,ACC_0116,4190,2024-01-01 10:35:30
TXN_STRESS_192,ACC_0349,ACC_0662,1662,2024-01-01 10:36:00
TXN_STRESS_193,ACC_0129,ACC_0517,7728,2024-01-01 10:36:30
TXN_STRESS_194,ACC_0418,ACC_0444,342,2024-01-01 10:37:00
TXN_STRESS_195,ACC_0324,ACC_0054,19265,2024-01-01 10:37:30
TXN_STRESS_196,ACC_0077,ACC_0160,17525,2024-01-01 10:38:00
TXN_STRESS_197,ACC_0375,ACC_0329,18945,2024-01-01 10:38:30
TXN_STRESS_198,ACC_0538,ACC_0249,7932,2024-01-01 10:39:00
TXN_STRESS_199,ACC_0048,ACC_0769,16818,2024-01-01 10:39:30
TXN_STRESS_200,ACC_0188,ACC_0200,5832,2024-01-01 10:40:00
TXN_STRESS_201,ACC_0182,ACC_0193,14603,2024-01-01 10:40:30
TXN_STRESS_202,ACC_0138,ACC_0438,3776,2024-01-01 10:41:00
TXN_STRESS_203,ACC_0638,ACC_0671,7103,2024-01-01 10:41:30
TXN_STRESS_204,ACC_0141,ACC_0088,19478,2024-01-01 10:42:00
TXN_STRESS_205,ACC_0669,ACC_0051,13940,2024-01-01 10:42:30
TXN_STRESS_206,ACC_0513,ACC_0427,6217,2024-01-01 10:43:00
TXN_STRESS_207,ACC_0378,ACC_0705,3450,2024-01-01 10:43:30
TXN_STRESS_208,ACC_0036,ACC_0400,14912,2024-01-01 10:44:00
TXN_STRESS_209,ACC_0717,ACC_0337,1965,2024-01-01 10:44:30
TXN_STRESS_210,ACC_0053,ACC_0015,6418,2024-01-01 10:45:00
TXN_STRESS_211,ACC_0771,ACC_0461,18447,2024-01-01 10:45:30
TXN_STRESS_212,ACC_0445,ACC_0482,15990,2024-01-01 10:46:00
TXN_STRESS_213,ACC_0285,ACC_0049,10539,2024-01-01 10:46:30
TXN_STRESS_214,ACC_0333,ACC_0395,3151,2024-01-01 10:47:00
TXN_STRESS_215,ACC_0488,ACC_0329,4974,2024-01-01 10:47:30
TXN_STRESS_216,ACC_0349,ACC_0498,14295,2024-01-01 10:48:00
TXN_STRESS_217,ACC_0336,ACC_0072,6987,2024-01-01 10:48:30
TXN_STRESS_218,ACC_0164,ACC_0265,15945,2024-01-01 10:49:00
TXN_STRESS_219,ACC_0666,ACC_0314,7577,2024-01-01 10:49:30
TXN_STRESS_220,ACC_0328,ACC_0750,8207,2024-01-01 10:50:00
TXN_STRESS_221,ACC_0758,ACC_0359,4776,2024-01-01 10:50:30
TXN_STRESS_222,ACC_0123,ACC_0172,19752,2024-01-01 10:51:00
TXN_STRESS_223,ACC_0535,ACC_0174,4794,2024-01-01 10:51:30
TXN_STRESS_224,ACC_0375,ACC_0177,7714,2024-01-01 10:52:00
TXN_STRESS_225,ACC_0257,ACC_0039,16275,2024-01-01 10:52:30
TXN_STRESS_226,ACC_0300,ACC_0259,4117,2024-01-01 10:53:00
TXN_STRESS_227,ACC_0022,ACC_0657,8058,2024-01-01 10:53:30
TXN_STRESS_228,ACC_0310,ACC_0614,210,2024-01-01 10:54:00
TXN_STRESS_229,ACC_0130,ACC_0584,18533,2024-01-01 10:54:30
TXN_STRESS_230,ACC_0758,ACC_0376,5849,2024-01-01 10:55:00
TXN_STRESS_231,ACC_0632,ACC_0382,19496,2024-01-01 10:55:30
TXN_STRESS_232,ACC_0373,ACC_0157,2192,2024-01-01 10:56:00
TXN_STRESS_233,ACC_0320,ACC_0354,10432,2024-01-01 10:56:30
TXN_STRESS_234,ACC_0596,ACC_0453,8734,2024-01-01 10:57:00
TXN_STRESS_235,ACC_0065,ACC_0344,4157,2024-01-01 10:57:30
TXN_STRESS_236,ACC_0366,ACC_0227,7044,2024-01-01 10:58:00
TXN_STRESS_237,ACC_0614,ACC_0317,6143,2024-01-01 10:58:30
TXN_STRESS_238,ACC_0016,ACC_0572,14874,2024-01-01 10:59:00
TXN_STRESS_239,ACC_0684,ACC_0479,8743,2024-01-01 10:59:30
TXN_STRESS_240,ACC_0625,ACC_0517,1083,2024-01-01 11:00:00
TXN_STRESS_241,ACC_0299,ACC_0025,16147,2024-01-01 11:00:30
TXN_STRESS_242,ACC_0486,ACC_0197,17458,2024-01-01 11:01:00
TXN_STRESS_243,ACC_0413,ACC_0132,3137,2024-01-01 11:01:30
TXN_STRESS_244,ACC_0168,ACC_0608,17227,2024-01-01 11:02:00
TXN_STRESS_245,ACC_0349,ACC_0511,2632,2024-01-01 11:02:30
TXN_STRESS_246,ACC_0436,ACC_0119,783,2024-01-01 11:03:00
TXN_STRESS_247,ACC_0073,ACC_0133,17485,2024-01-01 11:03:30
TXN_STRESS_248,ACC_0678,ACC_0008,7257,2024-01-01 11:04:00
TXN_STRESS_249,ACC_0475,ACC_0564,6652,2024-01-01 11:04:30
TXN_STRESS_250,ACC_0230,ACC_0011,16977,2024-01-01 11:05:00
TXN_STRESS_251,ACC_0309,ACC_0629,19911,2024-01-01 11:05:30
TXN_STRESS_252,ACC_0768,ACC_0274,11636,2024-01-01 11:06:00
TXN_STRESS_253,ACC_0649,ACC_0056,628,2024-01-01 11:06:30
TXN_STRESS_254,ACC_0509,ACC_0455,18827,2024-01-01 11:07:00
TXN_STRESS_255,ACC_0116,ACC_0007,7118,2024-01-01 11:07:30
TXN_STRESS_256,ACC_0026,ACC_0371,7205,2024-01-01 11:08:00
TXN_STRESS_257,ACC_0455,ACC_0755,19977,2024-01-01 11:08:30
TXN_STRESS_258,ACC_0650,ACC_0661,15188,2024-01-01 11:09:00
TXN_STRESS_259,ACC_0595,ACC_0438,19114,2024-01-01 11:09:30
TXN_STRESS_260,ACC_0096,ACC_0636,6775,2024-01-01 11:10:00
TXN_STRESS_261,ACC_0784,ACC_0498,4177,2024-01-01 11:10:30
TXN_STRESS_262,ACC_0603,ACC_0114,17624,2024-01-01 11:11:00
TXN_STRESS_263,ACC_0017,ACC_0215,9006,2024-01-01 11:11:30
TXN_STRESS_264,ACC_0463,ACC_0117,5162,2024-01-01 11:12:00
TXN_STRESS_265,ACC_0483,ACC_0061,13524,2024-01-01 11:12:30
TXN_STRESS_266,ACC_0306,ACC_0177,6518,2024-01-01 11:13:00
TXN_STRESS_267,ACC_0314,ACC_0738,15404,2024-01-01 11:13:30
TXN_STRESS_268,ACC_0498,ACC_0099,13937,2024-01-01 11:14:00
TXN_STRESS_269,ACC_0299,ACC_0164,4253,2024-01-01 11:14:30
TXN_STRESS_270,ACC_0773,ACC_0730,19565,2024-01-01 11:15:00
TXN_STRESS_271,ACC_0590,ACC_0322,17934,2024-01-01 11:15:30
TXN_STRESS_272,ACC_0762,ACC_0670,14099,2024-01-01 11:16:00
TXN_STRESS_273,ACC_0444,ACC_0588,1450,2024-01-01 11:16:30
TXN_STRESS_274,ACC_0133,ACC_0546,12295,2024-01-01 11:17:00
TXN_STRESS_275,ACC_0488,ACC_0661,4394,2024-01-01 11:17:30
TXN_STRESS_276,ACC_0692,ACC_0460,11249,2024-01-01 11:18:00
TXN_STRESS_277,ACC_0578,ACC_0303,14011,2024-01-01 11:18:30
TXN_STRESS_278,ACC_0411,ACC_0238,8988,2024-01-01 11:19:00
TXN_STRESS_279,ACC_0709,ACC_0712,8985,2024-01-01 11:19:30
TXN_STRESS_280,ACC_0501,ACC_0325,2279,2024-01-01 11:20:00
TXN_STRESS_281,ACC_0250,ACC_0718,3479,2024-01-01 11:20:30
TXN_STRESS_282,ACC_0368,ACC_0230,2659,2024-01-01 11:21:00
TXN_STRESS_283,ACC_0214,ACC_0620,9097,2024-01-01 11:21:30
TXN_STRESS_284,ACC_0488,ACC_0481,18357,2024-01-01 11:22:00
TXN_STRESS_285,ACC_0395,ACC_0205,6718,2024-01-01 11:22:30
TXN_STRESS_286,ACC_0180,ACC_0274,17193,2024-01-01 11:23:00
TXN_STRESS_287,ACC_0190,ACC_0281,18546,2024-01-01 11:23:30
TXN_STRESS_288,ACC_0171,ACC_0242,9623,2024-01-01 11:24:00
TXN_STRESS_289,ACC_0023,ACC_0363,13038,2024-01-01 11:24:30
TXN_STRESS_290,ACC_0724,ACC_0765,19134,2024-01-01 11:25:00
TXN_STRESS_291,ACC_0472,ACC_0669,624,2024-01-01 11:25:30
TXN_STRESS_292,ACC_0114,ACC_0290,6347,2024-01-01 11:26:00
TXN_STRESS_293,ACC_0218,ACC_0075,17356,2024-01-01 11:26:30
TXN_STRESS_294,ACC_0095,ACC_0181,16039,2024-01-01 11:27:00
TXN_STRESS_295,ACC_0296,ACC_0123,15904,2024-01-01 11:27:30
TXN_STRESS_296,ACC_0653,ACC_0412,19229,2024-01-01 11:28:00
TXN_STRESS_297,ACC_0001,ACC_0544,8048,2024-01-01 11:28:30
TXN_STRESS_298,ACC_0176,ACC_0557,13289,2024-01-01 11:29:00
TXN_STRESS_299,ACC_0257,ACC_0453,13699,2024-01-01 11:29:30
TXN_STRESS_300,ACC_0685,ACC_0750,12917,2024-01-01 11:30:00
TXN_STRESS_301,ACC_0135,ACC_0574,11045,2024-01-01 11:30:30
TXN_STRESS_302,ACC_0167,ACC_0051,9293,2024-01-01 11:31:00
TXN_STRESS_303,ACC_0141,ACC_0386,16697,2024-01-01 11:31:30
TXN_STRESS_304,ACC_0219,ACC_0622,8597,2024-01-01 11:32:00
TXN_STRESS_305,ACC_0087,ACC_0184,994,2024-01-01 11:32:30
TXN_STRESS_306,ACC_0516,ACC_0595,18139,2024-01-01 11:33:00
TXN_STRESS_307,ACC_0580,ACC_0264,8902,2024-01-01 11:33:30
TXN_STRESS_308,ACC_0426,ACC_0352,2189,2024-01-01 11:34:00
TXN_STRESS_309,ACC_0049,ACC_0038,13715,2024-01-01 11:34:30
TXN_STRESS_310,ACC_0480,ACC_0333,1287,2024-01-01 11:35:00
TXN_STRESS_311,ACC_0003,ACC_0723,17204,2024-01-01 11:35:30
TXN_STRESS_312,ACC_0499,ACC_0716,5099,2024-01-01 11:36:00
TXN_STRESS_313,ACC_0186,ACC_0321,7670,2024-01-01 11:36:30
TXN_STRESS_314,ACC_0785,ACC_0013,18282,2024-01-01 11:37:00
TXN_STRESS_315,ACC_0697,ACC_0615,17593,2024-01-01 11:37:30
TXN_STRESS_316,ACC_0523,ACC_0403,4703,2024-01-01 11:38:00
TXN_STRESS_317,ACC_0468,ACC_0193,11889,2024-01-01 11:38:30
TXN_STRESS_318,ACC_0755,ACC_0072,17479,2024-01-01 11:39:00
TXN_STRESS_319,ACC_0228,ACC_0766,2559,2024-01-01 11:39:30
TXN_STRESS_320,ACC_0653,ACC_0322,361,2024-01-01 11:40:00
TXN_STRESS_321,ACC_0714,ACC_0535,9384,2024-01-01 11:40:30
TXN_STRESS_322,ACC_0044,ACC_0617,13378,2024-01-01 11:41:00
TXN_STRESS_323,ACC_0076,ACC_0148,7915,2024-01-01 11:41:30
TXN_STRESS_324,ACC_0225,ACC_0536,16866,2024-01-01 11:42:00
TXN_STRESS_325,ACC_0169,ACC_0559,744,2024-01-01 11:42:30
TXN_STRESS_326,ACC_0318,ACC_0506,482,2024-01-01 11:43:00
TXN_STRESS_327,ACC_0231,ACC_0335,11169,2024-01-01 11:43:30
TXN_STRESS_328,ACC_0794,ACC_0612,963,2024-01-01 11:44:00
TXN_STRESS_329,ACC_0066,ACC_0459,6769,2024-01-01 11:44:30
TXN_STRESS_330,ACC_0574,ACC_0750,18915,2024-01-01 11:45:00
TXN_STRESS_331,ACC_0306,ACC_0513,13034,2024-01-01 11:45:30
TXN_STRESS_332,ACC_0471,ACC_0278,3116,2024-01-01 11:46:00
TXN_STRESS_333,ACC_0719,ACC_0584,11649,2024-01-01 11:46:30
TXN_STRESS_334,ACC_0329,ACC_0277,2360,2024-01-01 11:47:00
TXN_STRESS_335,ACC_0080,ACC_0764,8377,2024-01-01 11:47:30
TXN_STRESS_336,ACC_0451,ACC_0771,5734,2024-01-01 11:48:00
TXN_STRESS_337,ACC_0196,ACC_0672,14492,2024-01-01 11:48:30
TXN_STRESS_338,ACC_0059,ACC_0786,18138,2024-01-01 11:49:00
TXN_STRESS_339,ACC_0397,ACC_0365,19747,2024-01-01 11:49:30
